"Id","CAS","SMILES","Status","Experimental_value","Predicted value","BINARY Predicted value","BINARY with unpredicted"
"387","224-42-0","n2c5ccc1ccccc1c5(cc4c2ccc3ccccc34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"389","218-01-9","c1ccc2c(c1)ccc3c4ccccc4(ccc23)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"390","14064-55-2","O=[N+]([O-])c2ccc(C=Cc1ccc(cc1)Cl)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"392","6149-34-4","O=[N+]([O-])c1ccc(cc1)Nc2ccc(N)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"394","82-33-7","O=C1c3cccc(c3(C(=O)c2c(N)ccc(N)c12))[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"395","36712-35-3","O=[N+]([O-])c2ccc(c1ccccc1[N+](=O)[O-])c(c2)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"397","87-90-1","O=C1N(C(=O)N(C(=O)N1Cl)Cl)Cl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"400","115664-51-2","O=[N+]([O-])c2ccc3ccc4ccc(O)c5c1ccccc1c2c3c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"401","3118-97-6","Oc2ccc3ccccc3(c2(N=Nc1ccc(cc1C)C))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"402","88-89-1","O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"403","206-44-0","c1ccc2c(c1)c4cccc3cccc2c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"404","75-12-7","O=CN","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"406","64920-31-6","OC3C=Cc2c4ccc1ccccc1c4(ccc2C3(O))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"407","55-18-5","O=NN(CC)CC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"408","90-44-8","O=C2c1ccccc1Cc3ccccc23","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"409","120-32-1","Oc1ccc(cc1Cc2ccccc2)Cl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"410","42397-64-8","O=[N+]([O-])c3ccc1ccc4c2c(ccc3(c12))ccc4[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"411","758-17-8","O=CN(N)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"412","97576-08-4","O=[N+]([O-])c1ccc2ccc4c5C=CC(O)C(O)c5(cc3ccc1c2c34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"413","54954-12-0","O=C2c4c(O)ccc(O)c4(Oc3cc(O)cc(OC1OC(CO)C(O)C(O)C1(O))c23)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"414","136-85-6","n1nc2cc(ccc2([nH]1))C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"415","22089-22-1","O=P1(OCCCN1(CCCl))N(CCCl)CCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"417","96383-86-7","Oc3ccc4ccc2c(ccc1c2(C=CC(O)C1(O)))c4(c3)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"418","124-07-2","O=C(O)CCCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"419","27451-21-4","O=C(N(O)c1ccc(cc1)C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"420","5307-00-6","O(c1cc(N)c(cc1(N))C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"422","60129-67-1","O=[N+]([O-])c2ccc(N=Nc1ccc(cc1)N(CCO)CCO)c(c2)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"423","7269-57-0","ONc1nc(nc2[nH]cnc12)N","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"424","57-14-7","NN(C)C","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"425","885-11-0","O=NC=2C(=O)N(c1ccccc1)N(C=2C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"426","154-93-8","O=NN(C(=O)NCCCl)CCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"427","499-12-7","O=C(O)C=C(C(=O)O)CC(=O)O","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"429","24463-15-8","OCc1ccc2ccc3cccc4ccc1c2c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"430","63018-94-0","c1ccc3c(c1)c(c2ccc(cc2c3C)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"431","98-96-4","O=C(N)c1nccnc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"434","62-75-9","O=NN(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"435","92-59-1","c1ccc(cc1)N(Cc2ccccc2)CC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"436","528-29-0","O=[N+]([O-])c1ccccc1[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"439","642-31-9","O=Cc2c3ccccc3(cc1ccccc12)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"441","1464-53-5","O1CC1C2OC2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"442","584-48-5","O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"443","26196-45-2","O=[N+]([O-])c1cc(N)c(cc1(N))Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"444","117929-14-3","O=[N+]([O-])c3cc2ccc1cccc4c1c2c(c3)CC4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"446","47367-75-9","n1c3ccc(cc3([o+]c2cc(ccc12)N(CC)CC))N(CC)CC","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"447","646-06-0","O1COCC1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"448","100-74-3","O1CCN(CC)CC1","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"449","10443-65-9","O=C(O)C(=C)Br","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"451","615-05-4","O(c1ccc(N)cc1(N))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"454","4569-77-1","Oc1cc2nc3ccccc3(nc2(cc1(N)))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"461","632-79-1","O=C1OC(=O)c2c1c(c(c(c2Br)Br)Br)Br","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"462","102000-59-9","O=C(O)c1c(N)cccc1(N)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"463","25057-89-0","O=C1c2ccccc2(NS(=O)(=O)N1C(C)C)","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"464","6281-23-8","O=C(O)C=Cc1oc(cc1)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"465","133831-61-5","O=[N+]([O-])c1ccccc1SSC(F)=C(Cl)Cl","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"466","53-94-1","ONc2ccc3c1ccccc1Cc3(c2)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"467","134785-76-5","O=C(OC)Nc1nc2cc(ccc2([nH]1))C(=NO)c3ccc(F)cc3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"468","2310-17-0","O=C2Oc1cc(ccc1N2CSP(OCC)(OCC)=S)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"470","619-17-0","O=C(O)c1ccc(cc1(N))[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"471","116374-66-4","O=[N+]([O-])c3ccc(F)c2nc1ccccc1c(NCCCN(C)C)c23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"472","102-70-5","C=CCN(CC=C)CC=C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"473","71711-58-5","n2c1ccccc1c(N)c4c2c3ccccc3c(c4C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"474","103-69-5","c1ccc(cc1)NCC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"475","5869-25-0","Nc1ccc2c4cccc3cccc(c2(c1))c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"476","120693-41-6","OC5c3ccc2c(cc1ccccc1c2CC)c3C4OC4C5(O)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"477","84736-60-7","O=CN(O)c1ccc(cc1)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"478","603-85-0","O=[N+]([O-])c1cccc(O)c1(N)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"479","7417-67-6","O=NN(C(=O)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"480","3032-55-1","O=[N+]([O-])OCC(C)(CO[N+](=O)[O-])CO[N+](=O)[O-]","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"481","42017-89-0","O=C(O)C(Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl)(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"482","55804-66-5","O=C1Oc2c(C=C1C(=O)OCC)cc4c3c2CCCN3CCC4","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"484","5443-49-2","O=CC(=Cc1ccccc1)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"485","101-90-6","O(c2cccc(OCC1OC1)c2)CC3OC3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"486","50-33-9","O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3CCCC","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"487","584-84-9","O=C=Nc1ccc(c(N=C=O)c1)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"488","110-05-4","O(OC(C)(C)C)C(C)(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"490","527-85-5","O=C(N)c1ccccc1C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"491","80-43-3","O(OC(c1ccccc1)(C)C)C(c2ccccc2)(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"493","305-03-3","O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"495","4067-16-7","NCCNCCNCCNCCNCCN","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"496","600-24-8","O=[N+]([O-])C(C)CC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"497","24305-27-9","O=C(N)C3N(C(=O)C(NC(=O)C1NC(=O)CC1)Cc2nc[nH]c2)CCC3","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"499","146795-38-2","O=C(Nc1ccc(cc1)Cl)c2cc([N+](=O)[O-])sc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"500","17683-09-9","N(=Nc1ccc(cc1)C)NCc2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"501","63-25-2","O=C(Oc1cccc2ccccc12)NC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"502","645-62-5","O=CC(=CCCC)CC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"503","104-85-8","N#Cc1ccc(cc1)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"504","687-48-9","O=C(OCC)N(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"505","89-75-8","O=C(c1ccc(cc1Cl)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"507","125676-80-4","O=C(OC1C(O)C(OC(=O)C)C(OC1(CO))OC34(C=C(C)C2(CC2)C(O)(C)C4(C(=O)C(C)(C)C3)))C=Cc5ccc(O)cc5","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"509","498-02-2","O=C(c1ccc(O)c(OC)c1)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"510","28995-89-3","O=[N+]([O-])c2cc1cc(cc(c1c(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"511","333-27-7","O=S(=O)(OC)C(F)(F)F","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"512","70853-94-0","ONc1ccc(cc1C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"513","88-95-9","O=C(c1ccccc1(C(=O)Cl))Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"514","78-98-8","O=CC(=O)C","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"515","97-86-9","O=C(OCC(C)C)C(=C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"516","71432-00-3","O=C1Oc3cccc4ccc2c5ccccc5(cc1c2c34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"517","1948-33-0","Oc1ccc(O)c(c1)C(C)(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"518","100-44-7","c1ccc(cc1)CCl","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"519","92180-79-5","n2c(N)n(c3ccc1nc(c(nc1c23)C)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"520","3626-28-6","O=S(=O)(O)c5cc6cc(c(N=Nc1ccc(cc1)c3ccc(N=Nc2ccc(O)cc2)cc3)c(N)c6(c(O)c5(N=Nc4ccccc4)))S(=O)(=O)O","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"521","3385-21-5","NC1CCCC(N)C1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"522","51483-40-0","C(C(CBr)Cl)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"523","94-25-7","O=C(OCCCC)c1ccc(N)cc1","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"524","99217-04-6","O=C(Oc1cc(c2ccc4cccc3ccc1c2c34)[N+](=O)[O-])C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"525","96287-03-5","n1cc(N)c(c2nc3c(cccn3(c12))C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"526","482-89-3","O=C1c4ccccc4(NC1=C2Nc3ccccc3(C2(=O)))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"527","3319-31-1","O=C(OCC(CC)CCCC)c1ccc(C(=O)OCC(CC)CCCC)c(c1)C(=O)OCC(CC)CCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"528","99-82-1","CC1CCC(CC1)C(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"529","2564-65-0","OCc3c1ccccc1c(c2c4ccccc4(ccc23))CO","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"530","4106-66-5","o2c1ccccc1c3ccc(N)cc23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"531","6111-78-0","c1ccc3c(c1)ccc2cc4cccc(c4(cc23))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"532","109-76-2","NCCCN","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"533","84-54-8","O=C1c3ccccc3(C(=O)c2cc(ccc12)C)","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"534","93-45-8","Oc1ccc(cc1)Nc2ccc3ccccc3(c2)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"535","64188-65-4","c1ccc3c(c1)c2ccccc2C4N(C34)C5CCCCC5","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"536","149-57-5","O=C(O)C(CC)CCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"537","760-23-6","C=CC(CCl)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"539","659-70-1","O=C(OCCC(C)C)CC(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"540","56-40-6","O=C(O)CN","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"541","6810-26-0","ONc1ccc(cc1)c2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"542","52517-34-7","c2cc1[nH]cc3c1c(c2)C4CC(CN(C)C4(C3))CBr","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"543","479-50-5","O=C2c1ccccc1Sc3c(ccc(NCCN(CC)CC)c23)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"544","21247-98-3","OCc4c5ccccc5(c1ccc2cccc3ccc4(c1c23))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"545","459-56-3","Fc1ccc(cc1)CO","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"547","112-56-1","N#CSCCOCCOCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"549","17796-82-6","O=C1c3ccccc3(C(=O)N1SC2CCCCC2)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"552","28911-01-5","n4nc1n(c3ccc(cc3(C(=NC1)c2ccccc2Cl))Cl)c4C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"553","2746-81-8","O=C(OCCN1CCN(CC1)CCCN4c2ccccc2Sc3ccc(cc34)C(F)(F)F)CCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"554","18463-85-9","N(=Nc1ccc2ncsc2(c1))c3ccc(cc3)N(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"555","86-50-0","O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"556","92134-93-5","O=NN1CCSC1CO","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"557","606-31-5","O=Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"558","54755-20-3","O=[N+]([O-])c2cccc1cc(ccc12)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"559","66-56-8","O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"560","118244-44-3","O=C(OCC(=O)C3(O)(CCC2C4CCC1=CC(=O)C=CC1(C)C4(C(O)CC23(C))))C=C(C)CCC=C(C)CCC=C(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"562","31335-69-0","O=CN(O)c1ccccc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"563","577-33-3","Oc1ccc2c(O)c3ccccc3(cc2(c1(O)))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"564","121-73-3","O=[N+]([O-])c1cccc(c1)Cl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"566","146-22-5","O=C1Nc3ccc(cc3(C(=NC1)c2ccccc2))[N+](=O)[O-]","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"568","1622-62-4","O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))[N+](=O)[O-])C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"569","25317-45-7","O=S(=O)(O)c6cc5ccc(O)c(N=Nc1ccc(cc1C)c4ccc(N=Nc3ccc(OS(=O)(=O)c2ccc(cc2)C)cc3)c(c4)C)c5c(c6)S(=O)(=O)O","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"571","3680-02-2","O=S(=O)(C=C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"572","108-11-2","OC(C)CC(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"573","139953-78-9","O=C(OC)c4ccc(C=NN1N=Nc2c3ccccc3([nH]c2(C1(=O))))cc4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"575","86803-19-2","c2cc3ccc4cc1cccc(c1c5ccc(c2)c3c45)CCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"576","110-96-3","N(CC(C)C)CC(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"589","142713-63-1","O=C(NCc1ccc(OC)cc1)C(C)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"591","67-72-1","C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"592","5447-11-0","O=C(O)C(NC(=O)COc1cc(c(cc1Cl)Cl)Cl)CCSC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"593","120302-30-9","O=[N+]([O-])c1ccc2c(c1)[nH]cc2CCO","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"594","97-56-3","N(=Nc1ccccc1C)c2ccc(N)c(c2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"577","2052-07-5","c1ccc(cc1)c2ccccc2Br","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"578","141-86-6","n1c(N)cccc1N","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"579","37962-27-9","O=C(C=Cc1oc(cc1)[N+](=O)[O-])NN=Cc2oc(cc2)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"580","771-29-9","OOC2c1ccccc1CCC2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"581","97919-22-7","O=S(=O)(Nc1nc2cccc(c2(nc1))Cl)c3ccc(N)cc3","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"582","58-55-9","O=C2c1nc[nH]c1N(C(=O)N2C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"585","619-23-8","O=[N+]([O-])c1cccc(c1)CCl","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"586","546-88-3","O=C(NO)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"588","144-62-7","O=C(O)C(=O)O","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"596","112-92-5","OCCCCCCCCCCCCCCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"597","159092-72-5","O=[N+]([O-])c2ccc3ccc1cccc(c1c3(c2))[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"598","91-19-0","n1ccnc2ccccc12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"600","64894-89-9","[N-]=[N+]=Nc4ccc3c(nc1ccccc1c3(Nc2ccc(cc2)C(=O)O))c4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"601","35142-05-3","O=C(O)c2cc1OCOc1c3c4cccc(OC)c4(ccc23)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"603","23696-28-8","O=C(NCCO)c2c([n+]([O-])c1ccccc1[n+]2([O-]))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"605","3602-55-9","O=C1C=CC(=O)C(=C1)C(C)(C)C","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"606","6237-22-5","O=[N+]([O-])c2ccc3nc1ccccc1c(NCCCN(C)C)c3(c2)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"607","114882-46-1","O=Nc2ccc3ccc4cc1ccccc1c5ccc2c3c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"608","55302-96-0","Oc1cc(ccc1C)NCCO","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"609","2085-88-3","O1CC1(c2ccccc2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"610","75-07-0","O=CC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"611","148193-31-1","n2c(c1cccc(N)c1s2)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"612","2154-67-8","O=C(O)C1=CC(N(O)C1(C)C)(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"613","N.A.","O=C(O)O","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"621","84-24-2","O=C(O)c2c(O)cc1OC(=O)c3c(Oc1c2CCCCC)cc(O)cc3CC(=O)CCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"622","104-91-6","O=Nc1ccc(O)cc1","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"625","932-97-8","[N-]=[N+]=C1C=CC(=O)C=C1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"626","26444-49-5","O=P(Oc1ccccc1)(Oc2ccccc2)Oc3cccc(c3)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"627","6628-97-3","O=C2C=C(Nc1ccccc1)C(=O)c3ccccc23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"628","1836-77-7","O=[N+]([O-])c2ccc(Oc1c(cc(cc1Cl)Cl)Cl)cc2","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"629","523-50-2","O=C1Oc3c(C=C1)ccc2occc23","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"630","2478-38-8","O=C(c1cc(OC)c(O)c(OC)c1)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"632","488-11-9","O=CC(=C(C(=O)O)Br)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"633","13395-02-3","O=C2Nc3cc1c(OC)cccc1c4c5OCOc5(cc2c34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"634","21362-69-6","O(C)C6(OC2CCC3C4CCC1CC5C(CC1(C)C4(CCC23(C)))S5)(CCCC6)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"635","7227-92-1","O=[N+]([O-])c1ccc(N=NN(C)C)cc1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
